precio soles,precio dolares,direccion,ciudad,metros cuadrados,dormitorios,banios,estacionamientos,detalles,precio texto,descripcion,imagen,link_propiedad,filtro_precio,filtro_m2,filtro_banios,filtro_dorm,descripcion_optimizada,Tipo,SEO:Index,SEO:Slug,SEO:Title,SEO:Description
1850.0,500.0,Petfriednly | A Cinco Minutos de la Estación Javier Prado del Metropolitano,"Lince, Lima",41 m²,1 dorm.,,,1 dorm.  ,"S/ 1,850 - USD 500","41 m2 - 1 dormitorio - 1 baño - Sin cochera - Semiamoblado - Vista interna- 1 año - Áreas comunesDistribución: - Acogedor sala/comedor con vista interna, incluye un sofá cama y aparador para colocar una tv. - Cocina americana equipada con reposteros altos y bajos (incluye: refrigeradora, cocina empotrada, campana y horno) , tablero de granito. - Dormitorio principal con walking closet con una cama completa de 2 plazas. - Baño completo fuera del dormitorio. - Área de lavandería con 1 terma y lavadero. ( Espacio para una lavaseca) - Cuenta con gas Calidda para cocina y TermaCaracterísticas: - Piso 7. - Pisos laminados. - 2 Ascensores en el edificio. - Incluye luminarias modernas de ahorro y Led. - Estacionamiento de bicicletas- Seguridad 24/7- Cerradura Smart- Opción de implementar el departamento como SmartÁreas comunes: - Gimnasio. - Zonas de parrillas. - Sum para hacer eventos. - Zona Kids. - Área de coworking- Sala de cine- Zona PetCaracterísticas de la zona: - A 2 cuadras de la Via Expresa- A 4 cuadras de la estación del Metropolitano Canadá- A 5 minutos del Centro Financiero de San Isidro y de la estación del metropolitano de Javier Prado. - Cerca a Metro, Plaza Vea, Tottus y más. - Mantenimiento: 250 soles (incluye agua, limpieza, seguridad y áreas comunes) Condiciones: - 2 meses de garantía x 1 mes de adelanto- Buen historial crediticio- Sustentar ingresos 3 veces la renta.",https://img10.naventcdn.com/avisos/111/01/44/99/82/80/360x266/1495019130.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/alclapin-departamento-de-soltero-en-moderno-edificio-en-el-144998286.html,"Menos de S/. 500,000",Menos de 50 m²,,1 dorm.,"Descubre un moderno departamento de 41 m² en Lince, ideal para los amantes de las mascotas. Disfruta de un dormitorio con walking closet, cocina equipada, y áreas comunes como gimnasio y sala de cine. Ubicado a minutos del Metropolitano, cerca del Centro Financiero y supermercados. ¡Confort y conveniencia garantizados!",Alquiler,yes,departamento-moderno-41m-lince-pet-friendly,Moderno Departamento Pet-Friendly en Lince,"Vive en un moderno departamento de 41 m² en Lince, ideal para quienes aman las mascotas. Con gimnasio, sala de cine y cerca del Metropolitano, Centro Financiero y supermercados. Confort y conveniencia en un solo lugar."
4635.0,1250.0,Carlos Arrieta,"Barranco, Lima",129 m²,3 dorm.,2 baños,2 estac.,3 dorm.  2 baños 2 estac.,"S/ 4,635 - USD 1,250","Lindo y moderno departamento duplex en alquiler en edificio diseñado por viccaverde Arquitectos, haciendo una interpretación contemporánea de la quinta barranquina. A espaldas de la utec y a unas cuadras del Museo de Arte Contemporáneo (mac), estadio Chipoco, Parque de los Heroes y Malecon Paul Harris. Ingresando al departamento tienes un amplio espacio de sala, comedor y kitchenette integrado de buen tamaño y bastante iluminado, en este mismo nivel cuenta con un baño de visitas para la comodidad de tus invitados y el dormitorio principal con baño incorporado. En el segundo nivel, hay dos dormitorios con un baño compartido y una sala de estar en el medio, además de lavanderia, cuarto y baño de servicio. El dpto cuenta también con una cochera y un depósito. Cerca a Parque. Cercano a zona comercial. Zona Comercial Primer Nivel. Zona Oficinas A+ Exterior. Estacionamiento techado. General. Ascensor. Mascotas permitidas. Portero. Seguridad 24 Horas",https://img10.naventcdn.com/avisos/111/01/44/00/06/07/360x266/1472768982.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/alclapin-moderno-departamento-en-alquiler-duplex-barranco-144000631.html,"Menos de S/. 500,000",101 - 150 m²,2-3 baños,2-3 dorm.,"Moderno dúplex diseñado por Viccaverde Arquitectos en Barranco. Con 129 m², ofrece amplia sala-comedor, 3 dormitorios, 2 baños, sala de estar, kitchenette integrado, y estacionamiento techado. Ubicado cerca de UTEC, Museo de Arte Contemporáneo y parque, ideal para disfrutar lo mejor de Lima. Mascotas bienvenidas. Seguridad 24 horas.",Alquiler,yes,moderno-duplex-viccaverde-barranco,Moderno Dúplex en Barranco por Viccaverde,"Descubre este moderno dúplex en Barranco, 129 m², 3 dormitorios, 2 baños, y estacionamiento techado. Ideal ubicación cerca de UTEC y atracciones culturales. Mascotas bienvenidas y seguridad 24 horas."
5625.0,1500.0,"Mal. 28 de Julio 471, Miraflores 15074","Miraflores, Lima",135 m²,3 dorm.,3 baños,,3 dorm.  3 baños ,"S/ 5,625 - USD 1,500","Deartamento amoblado Y equipado en alquiler malecon 28 de julio | miraflores. departamento 1101. - Área del departamento 135m2. - 3 Dormitorios, principal con Walk in closet y baño completo y cama queen. - Segundos dormitorios con closet cama queen y baño completo. - Sala comedor bien iluminado. - Cocina semiabierta totalmente equipada. - Área de lavandería. - Baño de visita completo. - Cerradura con clave. - Ubicado en el piso 11. - Balcón. - no tiene cochera. El Edificio: - Edificio residencial. - Piscina. - 2 Ascensores. - Intercomunicador. - Salón de reuniones. - Recepción 24 horas. Ubicación: - A unas cuadras del Parque Kennedy y malecones. - Fácil acceso al transporte público y privado. Precio: Alquiler: us$ 1, 500. 00 dólares (no incluye agua ni luz) Condiciones de arrendamiento. Contrato mínimo: 1 año. 2 de garantía y 1 de adelanto (2x1)",https://img10.naventcdn.com/avisos/111/01/44/99/67/54/360x266/1494988573.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-en-malecon-28-de-julio-144996767.html,"Menos de S/. 500,000",101 - 150 m²,2-3 baños,2-3 dorm.,"Alquila un exclusivo departamento amoblado de 135m² en el Malecón 28 de Julio, Miraflores. Disfruta de 3 dormitorios, 3 baños, cocina equipada, balcón con vista y acceso a piscina. Ubicado en el piso 11, cerca del Parque Kennedy. Perfecto para vivir con confort y estilo.",Alquiler,yes,exclusivo-departamento-amoblado-miraflores,Exclusivo Departamento Amoblado en Miraflores,"Alquila un departamento de lujo de 135m² en el Malecón 28 de Julio. Con 3 dormitorios, 3 baños, cocina equipada y balcón con vista a la piscina. Ubicado en el piso 11, cerca del Parque Kennedy. Vive con confort y estilo."
12375.0,3300.0,Cercado de Lima Santa Beatriz,"Lima Cercado, Lima",689 m²,4 dorm.,4 baños,4 estac.,4 dorm.  4 baños 4 estac.,"S/ 12,375 - USD 3,300","Alrededor de este inmueble existen; restaurantes, universidades, institutos, bancos, teatros, clubes, sala de exposición, centro comercial “Polvos Azules” y otros comercios, Estadio Nacional, grandes parques como el Parque de la Exposición (mali, Anfiteatro, lagunas recreativas, Pabellón Morisco, etc. ) y Parque de la Reserva (Circuito Mágico de Agua). Este amplio y bien ubicado local comercial se encuentra en la urbanización Santa Beatriz, dentro del distrito de Cercado de Lima, provincia y departamento de Lima Con posibilidades de acceder a playa de estacionamiento colindante directamente desde el loca con capacidad de 35 espacios. A continuación, se detallan sus principales características: 1. Ubicación estratégica: El local está situado en una de las zonas más transitadas y de alto movimiento comercial del Cercado de Lima. Santa Beatriz es una urbanización que combina tanto áreas residenciales como comerciales, lo que genera un flujo constante de personas y vehículos. Además, se encuentra cerca de importantes arterias viales como las avenidas Arequipa, Petit Thouars y 28 de Julio, facilitando el acceso desde cualquier punto de la ciudad. 2. Entorno comercial y de servicios: Alrededor del local, se encuentran diversas oficinas, instituciones públicas, restaurantes, bancos, y pequeños comercios que atraen una clientela variada. Esto lo convierte en un lugar idóneo para desarrollar cualquier tipo de negocio, ya sea en el rubro de alimentos, retail, servicios o entretenimiento. 3. Accesibilidad y conectividad: El local cuenta con excelente conectividad a través de diversas líneas de transporte público, incluyendo el Metropolitano y buses de transporte convencional. Asimismo, su cercanía a zonas empresariales y comerciales clave en Lima lo hacen perfecto para captar tanto a residentes locales como a trabajadores de la zona. 4. Espacios verdes cercanos: Proporciona un entorno agradable y relajado, lo que no solo añade atractivo al local, sino que también ofrece áreas de esparcimiento para clientes y empleados, mejorando la experiencia de visita. 5. Visibilidad y exposición comercial: Al estar en una zona céntrica y transitada, el local goza de gran visibilidad desde la calle, lo que permite atraer a transeúntes y vehículos que circulan constantemente por la zona. Su ubicación en una esquina del parque garantiza un punto de referencia fácil de identificar. En resumen, este local comercial ofrece una combinación única de ubicación privilegiada, accesibilidad, y un entorno que asegura una alta afluencia de personas, haciéndolo ideal para cualquier tipo de negocio que busque consolidarse en una de las zonas más dinámicas del Cercado de Lima. jt-10-2024 Proyectum Perú",https://img10.naventcdn.com/avisos/111/01/45/00/32/37/360x266/1495107110.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/alcllcin-local-comercial-en-alquiler-cercado-de-lima-145003252.html,"Menos de S/. 500,000",Más de 200 m²,4-5 baños,4-5 dorm.,"Ubicado en la urbanización Santa Beatriz, este local comercial de 689 m² ofrece 4 dormitorios, 4 baños y 4 estacionamientos. Con acceso cercano a restaurantes, bancos y parques, garantiza alta visibilidad y conexión con vías principales. Ideal para negocios que buscan crecer en el dinámico Cercado de Lima.",Alquiler,yes,local-comercial-santa-beatriz-lima,"Local Comercial en Santa Beatriz, Lima","Amplio local comercial de 689 m² en Santa Beatriz, Cercado de Lima. Con 4 dormitorios, 4 baños, 4 estacionamientos y excelente ubicación cerca de restaurantes y bancos. Ideal para negocios en expansión."
2780.0,740.0,"AV SOL 161, Barranco","Barranco, Lima",40 m²,1 dorm.,,1 estac.,1 dorm.  1 estac.,"S/ 2,780 - USD 740","Departamento moderno con vista al mar de 40m2 en el piso 17, ubicado en el edificio Studio 4 del distrito de Barranco, distrito líder en tendencia, equipado con muebles de diseño de la empresa Danesa Boconcept, luminarias de marca Austriaca Eglo, electrodomésticos Bosh, cocina full equipada tipo americana (kitchenette) cocina eléctrica empotrada, mesones de granito, reposteros altos y bajos, especio de lavandería con lava seca y terma. Un dormitorio con vista al mar que cuenta con una cama tamaño Queen, closet y baño con ducha española y una tv uhd. Decorado por especialistas en arquitectura y diseño de interiores. Sala iluminada con vista al mar, cuenta con tv uhd y un sofá cama de 2 plazas. Cuenta con Áreas Comunes, entre gimnasio, coworking, lavandería, zona de parrilla, sala de juegos y piscina. La ubicación del edificio tiene fácil acceso a vías principales como las avenidas Bolognesi, Almirante Grau, fácil salida hacia la costa verde y vio expresa paseo de la república. Cercanía a restaurantes y bares como, Isolina, Canta Rana, Cala, Casa Osma, Tardeo. También tiene cercanía a parques, malecones o centros comerciales como Larcomar y universidades como utec y el museo maccondiciones: 2x1 y contrato por 1 año Cochera Adicional usd$60",https://img10.naventcdn.com/avisos/111/01/44/92/76/69/360x266/1493386483.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/alclapin-alquiler-de-moderno-departamento-en-barranco-con-144927823.html,"Menos de S/. 500,000",Menos de 50 m²,,1 dorm.,"Moderno departamento con vista al mar en Barranco. Totalmente equipado con diseño danés, electrodomésticos Bosch y cocina americana. Un dormitorio con cama Queen, sala iluminada, áreas comunes: gimnasio, piscina y más. Fácil acceso a servicios, restaurantes y vías principales. Ideal para vivir con estilo en la cima de la ciudad.",Alquiler,yes,moderno-departamento-vista-mar-barranco,Departamento Moderno con Vista al Mar en Barranco,"Disfruta de un moderno departamento con vista al mar en Barranco, totalmente equipado con diseño danés. Cuenta con áreas comunes, gimnasio y más. Ideal para un estilo de vida sofisticado y acceso fácil a servicios y restaurantes."
16000.0,4200.0,Av San Luis,"San Borja Norte, San Borja",179 m²,10 dorm.,3 baños,2 estac.,10 dorm.  3 baños 2 estac.,"S/ 16,000 - USD 4,200","Deseas rentabilizar tu inversion esta es tu gran oportunidad que tanto estabas buscando. Se alquila una hermosa propiedad de 3 pisos y azotea (4° nivel) en San Borja, ubicada entre las Avenida Javier Prado y la Av De las Artes Norte en zona altisimamente comercial, donde rentabilizaras tu inversión en muy poco tiempo. Esta propiedad es ideal para todo tipo de negocios ya que su uso es comercial al ser su zonificación cz = comercio zonal pudiendo contar con licencia para actividades variadas de toda indoles el nmueble cuenta con ductos de ventilacion con techos altos exigidos para muchos rubros. ! Todos los niveles con acabados A1 listos para que inicies tus actividades! Área de Terreno: 178. 64 m2. Por el frente: 13. 52 ml. Por la derecha: 12. 75 ml. Por la izquierda: 12. 75 ml. Por el fondo: 15. 575 ml. Área Construida 297 m2. Area Ocupada: Primer piso: 162. 66 m2. Segundo piso: 162. 64 m2. Tercer piso: 156. 50. Area total ocupada: 481. 50 m2. Adicionalmente se tiene acceso a la azotea que se puede implementar para cualquier uso complementario al negocio requerido. En el primer nivel: Se destaca cuatro grandes ambientes que se iluminan naturalmente a través de una gran tiatina lateralquecse extiende por los tres (3) niveles de dicha construcción. Además, cuenta con un área de descanso y una espaciosa terraza con parrilla incorporada, perfecta para eventos y reuniones. Ambientes de cocina equipada con muebleria y areas adicionales, Nota: Presenta area para instalar ascensor desde el primer piso hasta el tercer piso comunicandolos intermamente. Presenta dos escalera para cceder al segundo piso una delantera y otra posterior, este nivel presenta dos baños ideal para cualquier tipo de negocio cuenta con dos ambientes aicionales ambos con punto de agua. Un beneficio adicional es el acceso desde la cochera, donde se encuentran dos ambientes adicionales que podrían funcionar como áreas de uso multiple u oficinas administrativas. El segundo nivel cuenta con dos ingresos: uno desde la puerta principal, a través de un hall de ingreso con una escalera, y otro desde el área de lavandería, mediante una escalera de servicio. En este nivel, se encuentran cuatro amplios ambientes, dos de los cuales ofrecen vistas al exterior, además hay dos baños completos, uno de los cuales cuenta con un jacuzzi incorporado, y un área de living espacioso muy iluminado. Para acceder al tercer nivel, hay otro pequeño hall de descanso y una habitación adicional que podría servir para oficina administrativa o de usos multiples. En este nivel, se encuentra un amplia área abierta tetotalmete techada el cual puede ser destinado para reuniones y/o eventos entre otros, cuenta con medio baño y acceso a la azotea del cuarto nivel. Desde aquí, se puede disfrutar de una vista hacia la terraza del primer nivel. Cuarto Nivel: Presenta gran área totalmente plana la cual puede cerase en drawall o cualquier material que sedesee y maximizar dicha área. ! Dale ese impulso que tu negocio necesita! Esta propiedad tan versatil te ofrece una gran distribución, ambientes amplios el cual lo podrás adaptar a tus necesirardes ya que damos todas las facilidades para la adecuacion al negocio que realices. Inmejorable oportunidad para expandir tu marca y lograr ese posicionamiento que siemore deseaste con acceso a principales vias rodeados de centros comerciales y variedad de comercios de toda indole el cual permitira ese flujo constante para tu giro de negocio. Inmejorable oportunidad de posicionar tu empresa y marca como siempre lo deseaste rodeado de empresas de todo tipo dandole a tu personal adecuados espacios con ambientes muy acogedores toda la propiedad esta totalmente remodelada con acabados A1 listo para instalarse y empezar tus operaciones. Llámanos ahora mismo y separa tu cita,! No dejes que te ganen, el momento de crecer es ahora! Contáctate ahora mismo con nuestro broker Richard Obando al 9*9*1*0*6*4*8*7*3*",https://img10.naventcdn.com/avisos/111/01/44/09/90/72/360x266/1475284153.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/alcllcin-negocio-asegurado-edificio-3-pisos-azotea-listo-para-144099470.html,"Menos de S/. 500,000",151 - 200 m²,2-3 baños,Más de 7 dorm.,"Impresionante propiedad de 3 pisos más azotea en el corazón comercial de San Borja. Ideal para negocios, con zonificación CZ y acabados A1. Ofrece 10 dormitorios, 3 baños, 2 estacionamientos y versátiles áreas para oficinas y eventos. ¡Maximiza tu inversión y expande tu marca en este espacio estratégico! Contáctanos hoy.",Alquiler,yes,propiedad-comercial-san-borja,Increíble Oportunidad Comercial en San Borja,"Aprovecha esta propiedad de 3 pisos más azotea en San Borja, perfecta para negocios con 10 dormitorios, oficinas y más. Zonificación CZ y acabados A1 te esperan. ¡Contáctanos y expande tu marca!"
4300.0,1150.0,Martin Olaya,"Miraflores, Lima",85 m²,2 dorm.,,,2 dorm.  ,"S/ 4,300 - USD 1,150","Oficina amoblada en alquiler. ubicada en el corazón de Miraflores, Lima, Perú. Este espacio ofrece un ambiente moderno y profesional. Ideal para empresas que buscan comodidad y funcionalidad en un entorno estratégico. La oficina está completamente equipada con escritorios, sillas ergonómicas, almacenamiento, conexión a internet de alta velocidad y aire acondicionado, garantizando un espacio de trabajo cómodo y productivo. Mide 85m2. 2 baños. 3 ambientes cerrados. Situada cerca de centros comerciales, bancos, restaurantes y áreas de fácil acceso a transporte público, esta oficina es perfecta para equipos que valoran la accesibilidad y conveniencia. Además, el edificio cuenta con seguridad 24/7 y recepción. Oficina amoblada en alquiler. ubicada en el corazón de Miraflores, Lima, Perú. Este espacio ofrece un ambiente moderno y profesional. Ideal para empresas que buscan comodidad y funcionalidad en un entorno estratégico. La oficina está completamente equipada con escritorios, sillas ergonómicas, almacenamiento, conexión a internet de alta velocidad y aire acondicionado, garantizando un espacio de trabajo cómodo y productivo. Mide 85m2. 2 baños. 3 ambientes cerrados. Situada cerca de centros comerciales, bancos, restaurantes y áreas de fácil acceso a transporte público, esta oficina es perfecta para equipos que valoran la accesibilidad y conveniencia. Además, el edificio cuenta con seguridad 24/7 y recepción. Oficina amoblada en alquiler. ubicada en el corazón de Miraflores, Lima, Perú. Este espacio ofrece un ambiente moderno y profesional. Ideal para empresas que buscan comodidad y funcionalidad en un entorno estratégico. La oficina está completamente equipada con escritorios, sillas ergonómicas, almacenamiento, conexión a internet de alta velocidad y aire acondicionado, garantizando un espacio de trabajo cómodo y productivo. Mide 85m2. 2 baños. 3 ambientes cerrados. Situada cerca de centros comerciales, bancos, restaurantes y áreas de fácil acceso a transporte público, esta oficina es perfecta para equipos que valoran la accesibilidad y conveniencia. Además, el edificio cuenta con seguridad 24/7 y recepción.",https://img10.naventcdn.com/avisos/111/01/44/94/14/96/360x266/1493675132.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/alclocin-oficina-amoblada-85-m-sup2--cerca-al-parque-kennedy-144941575.html,"Menos de S/. 500,000",50 - 100 m²,,2-3 dorm.,"Oficina amoblada de 85m² en el corazón de Miraflores. Espacio moderno y profesional con escritorios, sillas ergonómicas, internet de alta velocidad y aire acondicionado. Ubicación estratégica cerca de centros comerciales y transporte. Ideal para empresas que valoran comodidad, accesibilidad y seguridad 24/7.",Alquiler,yes,oficina-amoblada-miraflores,Oficina Amoblada en Miraflores,"Oficina de 85m² en Miraflores, con escritorios, sillas ergonómicas, internet rápido y aire acondicionado. Ubicación privilegiada y seguridad 24/7. Ideal para empresas que buscan comodidad y accesibilidad."
6000.0,1600.0,CALLE LAS CAMELIAS 620,"San Isidro, Lima",130 m²,2 dorm.,2 baños,1 estac.,2 dorm.  2 baños 1 estac.,"S/ 6,000 - USD 1,600","Contacto: cristian gonzalez. Celular: 950*307*525. Área ocupada: 129. 83 m2. Area techada: 76. 99 m2. Antigüedad: 2 años. vendo moderno duplex en el corazon de san isidro zona empresarial. ¡Bienvenido al hogar de tus sueños! Este increíble dúplex es el lugar perfecto para aquellos que buscan vivir rodeados de todo lo que aman. Situado en una ubicación privilegiada el lugar conocido como Sanhatan, este hogar te ofrece la combinación perfecta entre comodidad, accesibilidad y estilo de vida vibrante. El edificio en el que se encuentra este dúplex es una joya moderna de solo 7 pisos, lo que garantiza una mayor privacidad y tranquilidad para ti y tu familia. Desde el momento en que pises la recepción, sentirás una cálida bienvenida, y en el primer nivel, podrás disfrutar de un espacio de co working, perfecto para trabajar desde casa o para realizar reuniones. Al ingresar al dúplex, serás recibido por una cocina abierta equipada con su encimera y horno. La sala te invita a relajarte, mientras que la habitación principal, iluminada y espaciosa, cuenta con una lujosa cama King size, walking closet y un baño privado completo para tu máximo confort. La segunda habitación cuenta con un práctico closet empotrado y comparte un baño completo. Pero eso no es todo. En el segundo nivel, encontrarás un estudio que puede convertirse en tu oasis personal, ideal para momentos de relajación o como un espacio familiar adicional. Y lo mejor de todo, una gran terraza te espera con una impresionante parrilla, perfecta para deleitarte con deliciosas barbacoas en compañía de tus seres queridos. No dejes escapar esta increíble oportunidad de vivir rodeado de lo que más te gusta, en un hogar moderno, acogedor y lleno de posibilidades. ¡No esperes más! Contáctanos hoy mismo y agenda una visita para que puedas experimentar la magia de este lugar que pronto podrás llamar hogar. Renta: S/ 6, 000. 00. Condiciones: 2 meses de garantia y 1 mes de adelanto. importante: Inquilino/a debe contar con optimo comportamiento en las Centrales de Riesgo",https://img10.naventcdn.com/avisos/111/00/63/60/37/60/360x266/1479741585.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/alclapin-exclusivo-duplex-amoblado-san-isidro-2-dorm.-terraza-143819825.html,"Menos de S/. 500,000",101 - 150 m²,2-3 baños,2-3 dorm.,"¡Descubre tu nuevo hogar en San Isidro! Moderno dúplex de 130 m² con 2 dormitorios, 2 baños, y 1 estacionamiento. Disfruta de una amplia terraza con parrilla, espacio de coworking y diseño elegante. Ideal para un estilo de vida vibrante y cómodo en una ubicación privilegiada. Contáctanos para visitarlo hoy.",Alquiler,yes,duplex-moderno-san-isidro,Moderno Dúplex en San Isidro,"Descubre este elegante dúplex de 130 m² con 2 dormitorios, amplias terrazas y espacio coworking. Ubicación privilegiada y comodidad. ¡Contáctanos para visitarlo!"
2200.0,580.0,Av brasil 1636,"Jesús María, Lima",90 m²,3 dorm.,2 baños,,3 dorm.  2 baños ,"S/ 2,200 - USD 580","Departamento no cuenta con cochera pero en el edificio alquilan. Celular: 9. 6. 1. 8. 9. 1. 5. 2. 7. Se alquila departamento de 90, de 3 dormitorios, de 2 baños completos, Dpto. Ubicado en piso 2 con vista interior, ubicado en Limite con Pueblo Libre, departamento ubicado en la Av. Brasil, cuadra 16, y a unas Cuadras del Centro Comercial La Rambla. Dirección: Av. Brasil 1636. areas comunes; pisicina, gym, juego de niños, sauna, lavanderia, sala de reuniones, parrilas. Características: - 3 Dormitorios. - 2 Baños completos. - Sala Comedor. - Cocina con Reposteros altos y bajos. - Área de lavandería. - Área 90m2. - ubicado piso 2 vista interior. - Mantenimiento entre S/. 300 consumo de agua es aparte. Condiciones: - Contrato mínimo 12 meses. - Demostrar sustento de ingresos. - Previa evaluación a Infocorp con su dni. - Garantía 2 x 1",https://img10.naventcdn.com/avisos/111/01/45/03/18/35/360x266/1495649037.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/alclapin-se-alquila-departamento-de-3-dorm.-de-90-m-sup2--en-145031857.html,"Menos de S/. 500,000",50 - 100 m²,2-3 baños,2-3 dorm.,"Descubre este espacioso departamento de 90 m² en una ubicación privilegiada de Jesús María. Disfruta de 3 dormitorios, 2 baños completos, modernas áreas comunes como piscina, gimnasio y sauna. Cerca del Centro Comercial La Rambla. Perfecto para vivir con comodidad y estilo. ¡Contáctanos hoy!",Alquiler,yes,departamento-jesus-maria-90m,"Departamento céntrico en Jesús María, 90m²","Espacioso departamento de 90 m² en Jesús María. Ofrece 3 dormitorios, 2 baños y modernas áreas comunes como piscina, gimnasio y sauna. Cerca del Centro Comercial La Rambla. Ideal para vivir con estilo. ¡Contáctanos!"
30900.0,8250.0,Parque Abtao,"San Isidro, Lima",393 m²,10 dorm.,,,10 dorm.  ,"S/ 30,900 - USD 8,250","Oficina de estreno implementada y amoblada. (Edificio Prime en la zona empresarial de San Isidro). Las oficinas han sido implementadas y amobladas, pensando en los actuales requerimientos de nuestros arrendatarios, encontrarás la distribución con espacios abiertos, zonas de trabajo compartidas, oficinas privadas, salas de reuniones, salas de capacitación, phone booths, entre otros ambientes que le darán un toque diferencial a tu empresa. Oficinas: us$ 21. 00 + igv x m2. Dep: us$ 11. 00 x m2 + igv. Est. Simples: us$ 180. 00 c/u. Est. Dobles: us$ 340. 00 c/u. Mantenimiento: us$ 2, 50 x m2 aproximadamente. *Precio en dólares. **Tipo de cambio referencial. *Precios no incluyen igv. El edificio: La torre empresarial cuenta con un amplio y lujoso lobby de doble altura, así como también comedor para los colaboradores de tu empresa, sala de uso múltiple, salas de directorio, sala de pago a proveedores y área para recepción de correspondencia. La torre se encuentra ubicada en el corazón del centro financiero de lima, en el distrito de San Isidro, sobre una de las avenidas más importantes de la capital.",https://img10.naventcdn.com/avisos/111/01/43/02/40/24/360x266/1447631779.jpg?rapc=bXZhX2ltYWdl?isFirstImage=true,https://www.adondevivir.com/propiedades/clasificado/alclocin-oficina-395-m-sup2--amoblada-de-estreno-san-isidro-143024033.html,"Menos de S/. 500,000",Más de 200 m²,,Más de 7 dorm.,"Oficina de estreno en San Isidro, ubicada en un edificio prime. Implementada y amoblada con 10 espaciosos dormitorios, salas de reuniones, phone booths, y más. Ubicación estratégica en el centro financiero de Lima. Ideal para empresas que buscan un entorno moderno y funcional. ¡Impulsa tu negocio aquí!",Alquiler,yes,oficina-estreno-san-isidro,Oficina Moderna en San Isidro,"Estrena oficina en San Isidro, amoblada y funcional, con salas de reuniones e independencia estratégica. Ideal para impulsar tu negocio en el centro financiero de Lima."
